"Fonte";"Tema";"Secao";"Subsecao";"Topico";"Sintese";"Contexto"
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"416 Recurso";"";"416 Recurso";"I";"Interpor Recurso contra decisão que indeferiu o requerimento de averbação ou Averbação parcial do requerimento original, objetivando o reexame da matéria."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"413 Certidão";"";"413 Certidão";"Solicitar certidão por terceiros onde serão disponibilizadas as informações publicadas na Revista da Propriedade Industrial – RPI. Deverá ser especificado o legítimo interesse da certidão.";"Solicitar certidão por terceiros onde serão disponibilizadas as informações publicadas na Revista da Propriedade Industrial – RPI. Deverá ser especificado o legítimo interesse da certidão."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"415 Segunda Via de Certificado de";"";"415 Segunda Via de Certificado de";"A";"Averbação Requerer 2ª via do Certificado de Averbação, devendo ser solicitado apenas por uma das partes do contrato ou seu representante legal. 421 Desistência de pedido de Averbação e Arquivamento de Processo Solicitar a homologação da desistência do requerimento de averbação acarretando no arquivamento do contrato e no encerramento do processo administrativo."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"412 Cumprimento de Exigência";"";"412 Cumprimento de Exigência";"D";"Decorrente de Exame Formal e Técnico Apresentar esclarecimentos ou documento comprobatório visando o cumprimento das exigências formais e técnicas formuladas ao requerente."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"432 Cumprimento de Exigência em";"";"432 Cumprimento de Exigência em";"G";"Grau de Recurso Apresentar esclarecimentos ou documento comprobatório para complementação das razões oferecidas a título de Recurso visando o cumprimento da exigência formulada durante o exame do Recurso."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"420 Alteração de certificado de averbação / registro (dados";"";"420 Alteração de certificado de averbação / registro (dados";"cadastrais) Quando houve alteração nos dados cadastrais da empresa. Conjuntamente deve ser feita a atualização da ficha cadastro.";"cadastrais) Quando houve alteração nos dados cadastrais da empresa. Conjuntamente deve ser feita a atualização da ficha cadastro."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"423 Outros Serviços Outros tipos de requerimentos não citados anteriormente, tais como: Pedido de cancelamento do Certificado";"";"423 Outros Serviços Outros tipos de requerimentos não citados anteriormente, tais como: Pedido de cancelamento do Certificado";"de Averbação; prorrogação de prazo para cumprimento de exigência e juntada de documentos. Neste caso é necessário especificar o objeto da solicitação.";"de Averbação; prorrogação de prazo para cumprimento de exigência e juntada de documentos. Neste caso é necessário especificar o objeto da solicitação. O procedimento para protocolar uma petição no sistema e-Contratos, se inicia na emissão da GRU selecionando o correto serviço, conforme descrito no item 4.1 deste Manual, e seu efetivo pagamento. Para os serviços relacionados a processo da CGTEC, será necessário informar o número do processo no formato XXXXXX (6 dígitos para processos protocolados até julho de 2014) ou BR7020XXXXXXXY (sem traços, pontos ou hífen) onde Y é o dígito verificador (para os processos protocolados a partir de agosto de 2014). Digite o login e senha do procurador, conforme página 6 deste Manual. Em seguida clique em Acessar. Lembramos que o sistema só aceitará login de pessoa física cadastrada Advogado ou Pessoa Física com instrumento de procuração para representar um cliente nos serviços solicitados (página 6 deste manual). Informar o número da GRU e clicar em avançar para abrir o Formulário Eletrônico a ser preenchido. Para o serviço de Alteração de Certificado e/ou averbação de aditivo, será perguntado se serão incluídos direitos de propriedade industrial. Note que a descrição do serviço e o número da GRU aparecem no cabeçalho do formulário. E o número do processo informado na GRU será automaticamente transportado. Para as petições que incluirão novos direitos de Propriedade Industrial, será necessário informar a quantidade de direitos e o(s) tipo(s) de direitos, podendo ser selecionado mais de um tipo de direito, de acordo com o aditivo. Para adicionar qual das partes contratantes está requerendo o serviço, em Dados do Requerente, deve clicar em “Adicionar Requerente”. Informar se a empresa requerente é Brasileira ou estrangeira. Para as empr..."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"423 Outros Serviços Outros tipos de requerimentos não citados anteriormente, tais como: Pedido de cancelamento do Certificado";"";"6.2.4 Formulário de Licença Compulsória";"O licenciamento compulsório de patente significa uma suspensão temporária do direito de exclusividade do titular de uma patente, permitindo a produção, uso, venda ou importação do produto ou processo baseado na patente objeto de licença compulsória, por um terceiro. O formulário de Licença Compulsória será usado para formalizar um pedido de licença de patente concedida no Brasil de forma compulsória, por motivos específicos listados na Lei n° 9.279, de maio de 1996, artigos 68, 70 e 71.";"O licenciamento compulsório de patente significa uma suspensão temporária do direito de exclusividade do titular de uma patente, permitindo a produção, uso, venda ou importação do produto ou processo baseado na patente objeto de licença compulsória, por um terceiro. O formulário de Licença Compulsória será usado para formalizar um pedido de licença de patente concedida no Brasil de forma compulsória, por motivos específicos listados na Lei n° 9.279, de maio de 1996, artigos 68, 70 e 71. Esta licença somente poderá será concedida ao requerente com legítimo interesse desde que a empresa licenciada tenha capacidade técnica e econômica para realizar a exploração eficiente do objeto da patente. O procedimento para protocolar a petição no sistema e-Contratos, se inicia na emissão da GRU selecionando o serviço de código 426, conforme descrito no item 4.1 deste Manual, e seu efetivo pagamento. Digite o login e senha do procurador, conforme página 6 deste Manual. Em seguida clique em Acessar. Lembramos que o sistema só aceitará login de pessoa física cadastrada Advogado ou Pessoa Física com instrumento de procuração para representar um cliente nos serviços solicitados (página 6 deste manual). Informar o número da GRU e clicar em avançar para abrir o Formulário Eletrônico a ser preenchido. Note que a descrição do serviço e o número da GRU aparecem no cabeçalho do formulário. Para adicionar o requerente, em Dados do Requerente, deve clicar em “Adicionar Requerente”. A pesquisa pode ser realizada pela razão social ou CNPJ (pessoa jurídica) e Nome e CPF (pessoa física). Devendo selecionar entre as opções. Confirmando, a empresa selecionada será transportada para o formulário. Em caso de erro, a empresa selecionada pode ser excluída clicando em , e iniciar nova pesquisa. Note-se que..."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"423 Outros Serviços Outros tipos de requerimentos não citados anteriormente, tais como: Pedido de cancelamento do Certificado";"";"6.2.5 Formulário de Certidão";"A Certidão é um documento emitido pelo Instituto Nacional da Propriedade Industrial, que fornece o número e a data da Revista da Propriedade Industrial e o número do(s) certificado(s) de averbação relacionado a uma determinada empresa cedente ou cessionária da tecnologia. A certidão é emitida quando o requerente necessita saber se existem contratos e faturas averbados nesta Coordenação Geral de Contrato de Tecnologia.";"A Certidão é um documento emitido pelo Instituto Nacional da Propriedade Industrial, que fornece o número e a data da Revista da Propriedade Industrial e o número do(s) certificado(s) de averbação relacionado a uma determinada empresa cedente ou cessionária da tecnologia. A certidão é emitida quando o requerente necessita saber se existem contratos e faturas averbados nesta Coordenação Geral de Contrato de Tecnologia. Será feita uma busca no sistema a fim de informar ao requerente os números dos processos existentes em que a referida empresa seja parte, e existindo Certificados de Averbação, quais os números e em qual Revista da Propriedade industrial foi publicado o despacho. Vale lembrar que o requerente da certidão não precisa ser necessariamente, uma das partes dos contratos averbados. Qualquer interessado pode solicitar este procedimento, haja vista que as informações por ela prestadas são as publicadas na Revista da Propriedade Industrial. O procedimento para protocolar a petição no sistema e-Contratos, se inicia na emissão da GRU selecionando o serviço de código 413, conforme descrito no item 4.1 deste Manual, e seu efetivo pagamento Digite o login e senha do procurador, conforme página 6 deste Manual. Em seguida clique em Acessar. Lembramos que o sistema só aceitará login de pessoa física cadastrada Advogado ou Pessoa Física com instrumento de procuração para representar um cliente nos serviços solicitados (página 6 deste manual). Informar o número da GRU e clicar em avançar para abrir o Formulário Eletrônico a ser preenchido. Note que a descrição do serviço e o número da GRU aparecem no cabeçalho do formulário. Para adicionar o requerente, em Dados do Requerente, deve clicar em “Adicionar Requerente”. Caso a empresa requerente seja nacional, a pesquisa pode ser..."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"423 Outros Serviços Outros tipos de requerimentos não citados anteriormente, tais como: Pedido de cancelamento do Certificado";"";"6.2.6 Anexos";"De acordo com requerimento de averbação de contrato de transferência de tecnologia, licença de direito de propriedade industrial e franquia ou a especificidade de cada petição, o formulário eletrônico correspondente deverá conter anexos, que poderão ser obrigatórios ou facultativos, conforme o caso. Os documentos com apresentação obrigatória para cada formulário são listados e devem ser anexados com a denominação idêntica, conforme figura abaixo: O usuário poderá remover os anexos, a qualquer momento antes do envio do formulário, clicando no ícone que consta ao lado direito de cada um.";"De acordo com requerimento de averbação de contrato de transferência de tecnologia, licença de direito de propriedade industrial e franquia ou a especificidade de cada petição, o formulário eletrônico correspondente deverá conter anexos, que poderão ser obrigatórios ou facultativos, conforme o caso. Os documentos com apresentação obrigatória para cada formulário são listados e devem ser anexados com a denominação idêntica, conforme figura abaixo: O usuário poderá remover os anexos, a qualquer momento antes do envio do formulário, clicando no ícone que consta ao lado direito de cada um. Todos os documentos anexados aos formulários eletrônicos de requerimento de averbação ou petição deverão ser enviados ao INPI como documentos digitais ou digitalizados. Assim, para todos os efeitos desse manual, o termo “documento”, quando referente ao envio de anexos, significa o conjunto de textos e/ou imagens enviados sob a forma de arquivo eletrônico, seja através da digitalização de conteúdos originalmente em meio físico, seja por meio da cópia de arquivo existente exclusivamente em meio digital. Por medida de segurança, o usuário deverá utilizar o formato PDF para documentos de texto. Para a leitura de arquivos PDF é necessário ter instalado o software Acrobat Reader, que é gratuito e pode ser baixado na Internet. Portanto só serão aceitos documentos que tenham a extensão PDF, uma vez que esse tipo de extensão impede a edição não autorizada, o que se constitui em medida de segurança para o usuário. O arquivo de texto poderá ser convertido para PDF utilizando-se o OpenOffice.Texto (Software Livre - gratuito); o Microsoft Word (2007 em diante) ou o Acrobat Writer. 7. Acesso aos formulários, anexos, cartas e certificados"
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"423 Outros Serviços Outros tipos de requerimentos não citados anteriormente, tais como: Pedido de cancelamento do Certificado";"7.1 Acesso ao Formulário já protocolado e seus anexos";"7.1 Acesso ao Formulário já protocolado e seus anexos";"Após o efetivo protocolo com o envio do formulário e seus anexos, é possível que o usuário tenha acesso aos mesmos. Porém somente o login que realizou o protocolo conseguirá acessar as informações do formulário e seus anexos.";"Após o efetivo protocolo com o envio do formulário e seus anexos, é possível que o usuário tenha acesso aos mesmos. Porém somente o login que realizou o protocolo conseguirá acessar as informações do formulário e seus anexos. No portal do INPI, o usuário deverá clicar no botão “e-CONTRATOS”, localizado na primeira página do portal à direita. E depois, deverá preencher o login e senha, os mesmos utilizados para realizar o protocolo, conforme a figura a seguir: Após inserir o número da GRU, o usuário deve clicar o botão “Avançar”. Em seguida aparecerá a mesma tela do final de protocolo, e o usuário deve clicar em Clique Aqui!” ao lado da seta verde, para acessar o formulário e anexos enviados. O download do arquivo com o formulário e seus anexos será realizado. Ao abrir o arquivo, o usuário terá acesso a todas as informações preenchidas no formulário e a todos os documentos enviados como anexos. Note-se que o acesso as informações é somente para visualização, não sendo permitido qualquer tipo de alteração em protocolos já efetivados. Este arquivo deverá ser salvo pelo usuário, e é o recibo do protocolo."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"423 Outros Serviços Outros tipos de requerimentos não citados anteriormente, tais como: Pedido de cancelamento do Certificado";"7.2 Acesso às cartas e certificados";"7.2 Acesso às cartas e certificados";"As cartas e certificados emitidos por esta coordenação, são entregues exclusivamente por meio digital em arquivos, através do Busca Web. O acesso ao Busca Web é realizado por meio do Portal do Instituto Nacional da Propriedade Industrial, http://www.inpi.gov.br.";"As cartas e certificados emitidos por esta coordenação, são entregues exclusivamente por meio digital em arquivos, através do Busca Web. O acesso ao Busca Web é realizado por meio do Portal do Instituto Nacional da Propriedade Industrial, http://www.inpi.gov.br. O usuário deverá clicar no ícone “Faça uma busca”, tal como indicado na figura abaixo: Para acesso às cartas e/ou certificados, é necessário realizar o login no site, conforme figura a seguir. Atenção: Com a finalidade de manter o sigilo e confidencialidade dos documentos constantes nos processos, somente o login que realizou o protocolo do requerimento ou petição que originou a decisão correspondente à carta ou certificado, terá acesso ao mesmo. Após clicar em “login”, será necessário digitar o login e sua senha, nos respectivos campos para preenchimento, e clicar em Continuar. Após esse procedimento, o usuário será direcionado ao sítio e deve selecionar a opção “Transferência de Tecnologia” tal como apresentado abaixo: Note-se que o login do usuário aparecerá no canto direito superior, confirmando em qual usuário foi realizado o login. Para acesso a cartas ou certificados de processos, deve ser digitado o número do processo no campo “Contenha o Nº do Requerimento”, e depois clicar em “Pesquisar”. O número do processo deve ser digitado no campo “Contenha o Nº do Requerimento”, usando o formato xxxxxx (seis dígitos) para os processos protocolados até julho de 2014 e o formato xxxxxxxxxxxx (12 dígitos, sem BR e sem o verificador) para os processos protocolados a partir de agosto de 2014, e clicar em “pesquisar” ou teclar ENTER. Nesse momento aparecerá o número do processo, data de entrada do processo e o setor de atividade da empresa cessionária. Para acessar a publicação dos despachos relativa aos processos na R..."
"manual-de-contratos-de-tecnologia.md";"Contratos de Tecnologia";"423 Outros Serviços Outros tipos de requerimentos não citados anteriormente, tais como: Pedido de cancelamento do Certificado";"7.3 Acesso as cartas de não validação de Ficha Cadastro";"7.3 Acesso as cartas de não validação de Ficha Cadastro";"As cartas contendo a indicação dos motivos da não validação de um protocolo de Ficha Cadastro nesta coordenação, são entregues por meio digital em arquivos, através do Sistema Delivery. O acesso deve ser realizado utilizando a ferramenta Busca Web, e é realizado por meio do Portal do Instituto Nacional da Propriedade Industrial, indicado na figura abaixo: Para acesso às cartas e/ou certificados, é necessário realizar o login no site, conforme figura a seguir.";"As cartas contendo a indicação dos motivos da não validação de um protocolo de Ficha Cadastro nesta coordenação, são entregues por meio digital em arquivos, através do Sistema Delivery. O acesso deve ser realizado utilizando a ferramenta Busca Web, e é realizado por meio do Portal do Instituto Nacional da Propriedade Industrial, indicado na figura abaixo: Para acesso às cartas e/ou certificados, é necessário realizar o login no site, conforme figura a seguir. Atenção: Com a finalidade de manter o sigilo e confidencialidade dos documentos constantes nos processos, somente o login que realizou o protocolo no sistema e-Contratos, terá acesso a mesma. Após clicar em “login”, será necessário digitar o login e sua senha, nos respectivos campos para preenchimento, e clicar em Continuar. Após esse procedimento, o usuário será direcionado ao sítio e deve selecionar a opção “Transferência de Tecnologia” tal como apresentado abaixo: Note-se que o login do usuário aparecerá no canto direito superior, confirmando em qual usuário foi realizado o login. Para acesso a cartas relacionadas a protocolos de Ficha Cadastro, deve ser digitado o número da GRU no campo “Contenha o Nº de Recolhimento da União – GRU”, ou o número do protocolo no campo “Contenha o Nº do Protocolo”, e depois clicar em “Pesquisar”, conforme figuras abaixo. Em seguida será mostrado a tabela de Petições com os dados do protocolo da Ficha Cadastro, na coluna “Img” constará o símbolo com o arquivo da carta. 8. Acompanhamento do Processo O acompanhamento do requerimento de averbação de contrato e fatura de tecnologia e das petições deve ser feito, utilizando o número do processo em consulta à Revista da Propriedade Industrial, disponível gratuitamente no portal do INPI. A cada semana é disponibilizada uma nova edição. O..."
