"Fonte";"Tema";"Secao";"Subsecao";"Topico";"Sintese";"Contexto"
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.3 O documento de patente";"2.3 O documento de patente";"A base de informação tecnológica de patentes é formada por um grupo de documentos chamados de folhetos. Existem dois tipos de folhetos, um é chamado de folheto de publicação ou primeira publicação e o outro é o folheto de concessão ou segunda publicação.";"A base de informação tecnológica de patentes é formada por um grupo de documentos chamados de folhetos. Existem dois tipos de folhetos, um é chamado de folheto de publicação ou primeira publicação e o outro é o folheto de concessão ou segunda publicação. Os folhetos são formados por uma ""folha de rosto"" e pela matéria relativa ao invento (Relatório descritivo, Reivindicações, etc). A folha de rosto é a primeira folha do documento e contém os dados identificadores do pedido, tais como: nome do depositante e inventor, data de depósito, etc. A Figura 2 mostra a ""folha de rosto"" do folheto de publicação do pedido BR 122021004260-8. O folheto de publicação revela a sociedade o invento depositado no Brasil, após sua aprovação no exame formal preliminar. O folheto de concessão é publicado quando é emitida a carta-patente, ou seja, é disponibilizado apenas para pedidos que se tornaram patentes em vigor. Uma das formas de identificar o tipo de publicação é por meio dos kind codes. Os kind codes são uma combinação de letras e números que aparecem ao final da numeração do pedido. O Quadro 3 aponta os principais tipos de kind codes utilizados no Brasil em folhetos. Quadro 3 – Diferença nos kind codes de folhetos de publicação e de concessão Natureza do pedido Primeira publicação (folheto de publicação) Segunda publicação (folheto de concessão) Patente de invenção A2 B1 Modelo de Utilidade U2 Y1 Certificado de adição E2 F1 Existem outros tipos de kind codes, utilizados, por exemplo, quando há a necessidade de republicação de documentos de pedidos de patente ou patentes."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.4 Características fundamentais das patentes";"2.4.1 Propriedade limitada temporalmente.";"Diferentemente de outros sistemas de propriedade, a validade limitada a um determinado período de tempo, permite que após o transcurso desse período a patente caia em domínio público, estando apta para ser usada por toda a sociedade, incentivando o inventor a prosseguir na pesquisa de aperfeiçoamentos, bem como estimular seus concorrentes. A vigência das patentes de invenção é de 20 (vinte) anos e dos modelos de utilidade é de 15 (quinze) anos, contados a partir da data de depósito do pedido.";"Diferentemente de outros sistemas de propriedade, a validade limitada a um determinado período de tempo, permite que após o transcurso desse período a patente caia em domínio público, estando apta para ser usada por toda a sociedade, incentivando o inventor a prosseguir na pesquisa de aperfeiçoamentos, bem como estimular seus concorrentes. A vigência das patentes de invenção é de 20 (vinte) anos e dos modelos de utilidade é de 15 (quinze) anos, contados a partir da data de depósito do pedido."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.4 Características fundamentais das patentes";"2.4.2 Interesse público na divulgação da informação contida no Pedido de Patente.";"O interesse público fica preservado na divulgação da informação, permitindo à sociedade o livre acesso ao conhecimento da matéria objeto da patente. Dessa forma, os concorrentes do inventor podem desenvolver suas pesquisas a partir de um estágio mais avançado do conhecimento, promovendo, assim, o desenvolvimento tecnológico do país.";"O interesse público fica preservado na divulgação da informação, permitindo à sociedade o livre acesso ao conhecimento da matéria objeto da patente. Dessa forma, os concorrentes do inventor podem desenvolver suas pesquisas a partir de um estágio mais avançado do conhecimento, promovendo, assim, o desenvolvimento tecnológico do país."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.4 Características fundamentais das patentes";"2.4.3 Território de validade de uma patente";"A patente é válida apenas nos países onde foi requerida e concedida a sua proteção. Cada país é soberano para conceder ou não a patente, independentemente da decisão em outros países sobre pedidos de patentes depositados nos mesmos, ou seja, patentes correspondentes (Art. 4° bis da ""Convenção da União de Paris para Proteção da Propriedade Industrial"" - CUP).";"A patente é válida apenas nos países onde foi requerida e concedida a sua proteção. Cada país é soberano para conceder ou não a patente, independentemente da decisão em outros países sobre pedidos de patentes depositados nos mesmos, ou seja, patentes correspondentes (Art. 4° bis da ""Convenção da União de Paris para Proteção da Propriedade Industrial"" - CUP)."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.4 Características fundamentais das patentes";"2.4.4 Expectativa de direito";"Quando o interessado deposita um Pedido de Patente ele passa a usufruir uma expectativa de direito. O direito exclusivo do titular nasce apenas com a concessão da patente, formalizada pela expedição da Carta-Patente.";"Quando o interessado deposita um Pedido de Patente ele passa a usufruir uma expectativa de direito. O direito exclusivo do titular nasce apenas com a concessão da patente, formalizada pela expedição da Carta-Patente. Só a partir da concessão, o titular poderá impedir que terceiros não autorizados por ele deixem de executar as atividades que lhe são privativas, sob pena de sanções civil e penal, de acordo com as prerrogativas e limitações previstas na legislação."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.4 Características fundamentais das patentes";"2.4.5 Obrigações do titular da patente";"Uma vez concedida a patente, o titular passa a deter direito sobre a tecnologia, mas também passará a ter algumas obrigações. O titular ficará sujeito a ter a patente licenciada compulsoriamente, se exercer os direitos dela decorrentes de forma abusiva, ou por meio dela, praticar abuso de poder econômico, comprovado nos termos da lei, por decisão administrativa ou judicial.";"Uma vez concedida a patente, o titular passa a deter direito sobre a tecnologia, mas também passará a ter algumas obrigações. O titular ficará sujeito a ter a patente licenciada compulsoriamente, se exercer os direitos dela decorrentes de forma abusiva, ou por meio dela, praticar abuso de poder econômico, comprovado nos termos da lei, por decisão administrativa ou judicial. Atenção! É necessário depositar um pedido de patente em cada país que se deseja a proteção. Atenção! Para o interesse público ser atendido, é necessário redigir o pedido com clareza. Atenção! No caso de contrafação, é possível utilizar modalidades de trâmite prioritário. Também ensejam a licença compulsória, a não exploração do objeto da patente no território brasileiro, por falta de fabricação ou fabricação incompleta do produto, ou, ainda, a falta de uso integral do processo patenteado, ressalvados os casos de inviabilidade econômica, quando será admitida a importação; ou ainda a comercialização que não satisfizer às necessidades do mercado. Importante destacar os casos de cotitularidade (item 2.8.2). No caso, a patente ficará sujeita a ser licenciada compulsoriamente se os titulares praticarem os atos descritos acima."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.5 O que pode ser patenteado no Brasil";"2.5 O que pode ser patenteado no Brasil";"Todas as criações que impliquem em desenvolvimento que acarrete em solução de um problema ou avanço tecnológico em relação ao que já existe e que possuam aplicação industrial podem, a princípio, ser passíveis de proteção. Este conceito envolve diferentes categorias que podem ser divididos em dois grupos principais: produtos e processos.";"Todas as criações que impliquem em desenvolvimento que acarrete em solução de um problema ou avanço tecnológico em relação ao que já existe e que possuam aplicação industrial podem, a princípio, ser passíveis de proteção. Este conceito envolve diferentes categorias que podem ser divididos em dois grupos principais: produtos e processos. Os produtos podem ser equipamentos/aparelhos; objetos, invenção implementada por computador (IIC), compostos, composição ou Kit. Os processos podem ser métodos, uso e IIC. A Lei da Propriedade Industrial, através do Art. 2°, inciso I, prevê a concessão de Patente de Invenção e Patente de Modelo de Utilidade. A LPI estabelece, ainda, a concessão de Certificado de Adição de Invenção, como um acessório da Patente de Invenção (Arts. 76 e 77). O Certificado de Adição extingue-se junto com a Patente inicial. É necessário consultar os requisitos específicos para cada natureza de proteção e para cada categoria. Veja mais informações no Minha Primeira Patente."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.5 O que pode ser patenteado no Brasil";"2.5.1 Patente de invenção";"Uma definição possível para invenção patenteável é a concepção resultante do exercício da capacidade de criação do homem que represente uma solução nova para um problema técnico existente dentro de um determinado campo tecnológico e que possa ser fabricada. As invenções podem ser referentes a produtos industriais (compostos, composições, objetos, aparelhos, dispositivos, etc.) e a atividades industriais (processos, métodos, etc.).";"Uma definição possível para invenção patenteável é a concepção resultante do exercício da capacidade de criação do homem que represente uma solução nova para um problema técnico existente dentro de um determinado campo tecnológico e que possa ser fabricada. As invenções podem ser referentes a produtos industriais (compostos, composições, objetos, aparelhos, dispositivos, etc.) e a atividades industriais (processos, métodos, etc.). As Patentes de Invenção conferem proteção às criações de caráter técnico, visando um efeito técnico peculiar."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.5 O que pode ser patenteado no Brasil";"2.5.2 Certificado de Adição de Invenção";"A adição de invenção é um aperfeiçoamento ou desenvolvimento introduzido no objeto da invenção, mesmo que destituído de atividade inventiva, desde que a matéria se inclua no mesmo conceito inventivo. O Certificado de Adição de Invenção que não apresentar o mesmo conceito inventivo do Pedido ou da Patente do qual se origina, será indeferido.";"A adição de invenção é um aperfeiçoamento ou desenvolvimento introduzido no objeto da invenção, mesmo que destituído de atividade inventiva, desde que a matéria se inclua no mesmo conceito inventivo. O Certificado de Adição de Invenção que não apresentar o mesmo conceito inventivo do Pedido ou da Patente do qual se origina, será indeferido. O usuário poderá, no prazo do recurso contra o indeferimento do Pedido de Certificado de Adição, requerer a sua transformação em Pedido de Patente de Invenção ou de Modelo de Utilidade. Atenção! A compreensão do conceito de categoria de invento é fundamental para a redação do pedido de patente. Atenção! Na dúvida de qual a natureza adequada para sua invenção, entre em contato com a Diretoria de Patente do INPI."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.5 O que pode ser patenteado no Brasil";"2.5.3 Patente de modelo de utilidade";"Um modelo de utilidade é um objeto de uso prático, ou parte deste, suscetível de aplicação industrial, que apresente nova forma ou disposição, envolvendo ato inventivo, que resulte em melhoria funcional no seu uso ou em sua fabricação. Este objeto deve ser tridimensional (como instrumentos, utensílios e ferramentas) e suscetível de aplicação industrial.";"Um modelo de utilidade é um objeto de uso prático, ou parte deste, suscetível de aplicação industrial, que apresente nova forma ou disposição, envolvendo ato inventivo, que resulte em melhoria funcional no seu uso ou em sua fabricação. Este objeto deve ser tridimensional (como instrumentos, utensílios e ferramentas) e suscetível de aplicação industrial. A diferenciação entre Patente de Invenção e Patente de Modelo de Utilidade é de suma importância para quem deseja proteger sua criação. Para determinar a definição da natureza correta, é necessário avaliar se há um aperfeiçoamento de efeito ou funcionalidade – caso de proteção como Patente de Modelo de Utilidade - ou um novo efeito técnico-funcional – caso de proteção como Patente de Invenção. O inventor poderá identificar melhor a natureza (Invenção ou Modelo de Utilidade) da sua criação a partir do conhecimento prévio do estado da técnica (ver item 2.6.1), de modo a requerer devidamente a proteção (Quadro 4). Quadro 4 - Exemplos de invenção e modelo de utilidade com base no estado da técnica Exemplo de invenções Estado da Técnica Invenção Computador pessoal (PC) Notebook Telefone sem fio Celular Exemplos de modelos de utilidade Estado da Técnica Modelo de Utilidade Tesoura de poda semiprofissional Tesoura de poda com cabo giratório Porta sabão em pó Porta sabão em pó com dosador"
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.5 O que pode ser patenteado no Brasil";"2.5.4 Matéria excluída de proteção patentária";"De acordo com o Art. 10 da LPI, várias matérias não são consideradas nem invenção nem modelo de utilidade (deve-se analisar atentamente todo os incisos de I a IX do Art. 10). Como exemplo, podemos citar: planos comerciais, planos de assistência médica, de seguros, esquemas de descontos em lojas, e também os métodos de ensino, plantas de arquitetura, obras de arte, músicas, livros e filmes, assim, como apresentação de informações, tais como cartazes ou etiquetas com o retrato do dono.";"De acordo com o Art. 10 da LPI, várias matérias não são consideradas nem invenção nem modelo de utilidade (deve-se analisar atentamente todo os incisos de I a IX do Art. 10). Como exemplo, podemos citar: planos comerciais, planos de assistência médica, de seguros, esquemas de descontos em lojas, e também os métodos de ensino, plantas de arquitetura, obras de arte, músicas, livros e filmes, assim, como apresentação de informações, tais como cartazes ou etiquetas com o retrato do dono. Tampouco se pode conceder patentes para ideias abstratas, para técnicas e métodos operatórios ou cirúrgicos, bem como métodos terapêuticos ou de diagnóstico, para aplicação no corpo humano ou animal, e para o todo ou parte de seres vivos naturais e materiais biológicos encontrados na natureza ou ainda que dela isolados, inclusive o genoma ou germoplasma de qualquer ser vivo natural e os processos biológicos naturais (vide incisos I a IX do Art. 10 e Diretrizes de Exame de Patentes – Geral – Módulo I). Há ainda aquelas matérias que, mesmo sendo consideradas invenção ou modelo de utilidade não podem ser patenteadas, estando descritas no Art. 18 da LPI, incisos I a III, a saber: o que for contrário à moral, aos bons costumes e à segurança, à ordem e à saúde pública; matérias relativas à transformação do núcleo atômico e o todo ou parte dos seres vivos, exceto os microrganismos transgênicos (vide Parágrafo único deste artigo), que atendam aos três requisitos de patenteabilidade - novidade, atividade inventiva e aplicação industrial - previstos no Art. 8° da LPI, e que não sejam meras descobertas. Atenção! Uma das principais formas de diferenciar uma PI e um MU reside no Estado da Técnica."
"manual-de-patentes.md";"Patentes";"2 Conceitos básicos";"2.6 Requisitos de patenteabilidade do invento";"2.6 Requisitos de patenteabilidade do invento";"Uma Invenção é patenteável quando atende simultaneamente aos três requisitos básicos: novidade, atividade inventiva e aplicação industrial (Art. 8º da LPI). Um Modelo de Utilidade é patenteável quando o objeto de uso prático (ou parte deste) atende aos requisitos de novidade na nova forma ou disposição, aplicação industrial e envolve um ato inventivo que resulte em melhoria funcional no seu uso ou na sua fabricação (Art. 9° da LPI).";"Uma Invenção é patenteável quando atende simultaneamente aos três requisitos básicos: novidade, atividade inventiva e aplicação industrial (Art. 8º da LPI). Um Modelo de Utilidade é patenteável quando o objeto de uso prático (ou parte deste) atende aos requisitos de novidade na nova forma ou disposição, aplicação industrial e envolve um ato inventivo que resulte em melhoria funcional no seu uso ou na sua fabricação (Art. 9° da LPI). Para a melhor compreensão dos requisitos de patenteabilidade, é necessária a definição do que vem a ser o ""Estado da Técnica""."
