"Fonte";"Tema";"Secao";"Subsecao";"Topico";"Sintese";"Contexto"
"manual-de-marcas.md";"Marcas";"16 de maio de 2002, estabeleceu diretrizes para o acesso à informação na Administração Pública, buscando ampliar";"";"16 de maio de 2002, estabeleceu diretrizes para o acesso à informação na Administração Pública, buscando ampliar";"a transparência e facilitar o acesso dos cidadãos às informações. Em consonância à Lei de Acesso à Informação, o INPI disponibiliza as seguintes ferramentas: Revista da Propriedade Industrial (RPI), que é o meio de comunicação oficial do INPI, descrito no item 1.2 Meios de comunicação oficial; Módulo Meus Pedidos, descrito no item 3.10.1 Meus pedidos; Pesquisa na base de dados, descrita no item 3.10.2 Pesquisa na base de Marcas; e Canais de atendimento da Plataforma Integrada de Atendimento, tais como o Sistema Fale Conosco e o Atendimento presencial, descritos no item 1.9 Atendimento ao usuário. 17";"a transparência e facilitar o acesso dos cidadãos às informações. Em consonância à Lei de Acesso à Informação, o INPI disponibiliza as seguintes ferramentas: Revista da Propriedade Industrial (RPI), que é o meio de comunicação oficial do INPI, descrito no item 1.2 Meios de comunicação oficial; Módulo Meus Pedidos, descrito no item 3.10.1 Meus pedidos; Pesquisa na base de dados, descrita no item 3.10.2 Pesquisa na base de Marcas; e Canais de atendimento da Plataforma Integrada de Atendimento, tais como o Sistema Fale Conosco e o Atendimento presencial, descritos no item 1.9 Atendimento ao usuário. 17"
"manual-de-marcas.md";"Marcas";"2 O que é marca";"2.1 Definição Marca é um sinal distintivo cujas funções principais são identificar a origem e distinguir produtos ou serviços de";"2.1 Definição Marca é um sinal distintivo cujas funções principais são identificar a origem e distinguir produtos ou serviços de";"outros idênticos, semelhantes ou afins de origem diversa. De acordo com a legislação brasileira, são passíveis de registro como marca todos os sinais distintivos visualmente perceptíveis, não compreendidos nas proibições legais, conforme disposto no art. 122 da Lei nº 9279/96 (Lei da Propriedade Industrial).";"outros idênticos, semelhantes ou afins de origem diversa. De acordo com a legislação brasileira, são passíveis de registro como marca todos os sinais distintivos visualmente perceptíveis, não compreendidos nas proibições legais, conforme disposto no art. 122 da Lei nº 9279/96 (Lei da Propriedade Industrial)."
"manual-de-marcas.md";"Marcas";"2 O que é marca";"2.2 Natureza Quanto à sua natureza, as marcas são classificadas como de produto ou serviço, coletiva e de certificação.";"2.2 Natureza Quanto à sua natureza, as marcas são classificadas como de produto ou serviço, coletiva e de certificação.";"Marca de Produto ou Serviço Marca de produto ou serviço é aquela usada para distinguir produto ou serviço de outros idênticos, semelhantes ou afins, de origem diversa (art. 123, inciso I, da LPI). Marca Coletiva Marca coletiva é aquela destinada a identificar e distinguir produtos ou serviços provenientes de membros de uma pessoa jurídica representativa de coletividade (associação, cooperativa, sindicato, consórcio, federação, confederação, entre outros), de produtos ou serviços iguais, semelhantes ou afins, de procedência diversa (art. 123, inciso III, da LPI).";"Marca de Produto ou Serviço Marca de produto ou serviço é aquela usada para distinguir produto ou serviço de outros idênticos, semelhantes ou afins, de origem diversa (art. 123, inciso I, da LPI). Marca Coletiva Marca coletiva é aquela destinada a identificar e distinguir produtos ou serviços provenientes de membros de uma pessoa jurídica representativa de coletividade (associação, cooperativa, sindicato, consórcio, federação, confederação, entre outros), de produtos ou serviços iguais, semelhantes ou afins, de procedência diversa (art. 123, inciso III, da LPI). A marca coletiva possui finalidade distinta da marca de produto ou serviço. O objetivo da marca coletiva é indicar ao consumidor que aquele produto ou serviço provém de membros de uma determinada entidade. Portanto, podem utilizar a marca coletiva os membros da entidade detentora do registro, sem necessidade de licença de uso, desde que estejam previstos no regulamento de utilização da marca. Por sua vez, o titular da marca coletiva pode estabelecer condições e proibições de uso para seus associados, por meio de um regulamento de utilização. Marca de Certificação Marca de certificação é aquela usada para atestar a conformidade de um produto ou serviço com determinadas normas, padrões ou especificações técnicas, notadamente quanto à qualidade, natureza, material utilizado e metodologia empregada (art. 123, inciso II, da LPI). A marca de certificação possui finalidade distinta da marca de produto ou serviço. O objetivo principal da marca de certificação é informar ao público que o produto ou serviço distinguido pela marca está de acordo com normas ou padrões técnicos específicos. 18 Nos moldes da LPI, a marca de certificação deve ser utilizada somente por terceiros que o titular autorize como forma de atestar a co..."
"manual-de-marcas.md";"Marcas";"2 O que é marca";"2.3 Formas de apresentação";"2.3 Formas de apresentação";"mista, tridimensional e de posição: Marca Nominativa Marca nominativa, ou verbal, é o sinal constituído por uma ou mais palavras no sentido amplo do alfabeto romano, compreendendo, também, os neologismos e as combinações de letras e/ou algarismos romanos e/ou arábicos, desde que esses elementos não se apresentem sob forma fantasiosa ou figurativa. TREZENTOS E OITENTA CORONA VARIG XIX AtlânTIca IRREVERENTE & CIA 9 E 1/5 Marca Figurativa Marca figurativa ou emblemática é o sinal constituído por: Desenho, imagem, figura e/ou símbolo; Qualquer forma fantasiosa ou figurativa de letra ou algarismo isoladamente, ou acom...";"mista, tridimensional e de posição: Marca Nominativa Marca nominativa, ou verbal, é o sinal constituído por uma ou mais palavras no sentido amplo do alfabeto romano, compreendendo, também, os neologismos e as combinações de letras e/ou algarismos romanos e/ou arábicos, desde que esses elementos não se apresentem sob forma fantasiosa ou figurativa. TREZENTOS E OITENTA CORONA VARIG XIX AtlânTIca IRREVERENTE & CIA 9 E 1/5 Marca Figurativa Marca figurativa ou emblemática é o sinal constituído por: Desenho, imagem, figura e/ou símbolo; Qualquer forma fantasiosa ou figurativa de letra ou algarismo isoladamente, ou acompanhado por desenho, imagem, figura ou símbolo; Palavras compostas por letras de alfabetos distintos da língua vernácula, tais como hebraico, cirílico, árabe etc; Ideogramas, tais como o japonês e o chinês. 19 Nas duas últimas hipóteses elencadas, a proteção legal recai sobre a representação gráfica das letras e do ideograma em si, e não sobre a palavra ou expressão que eles representam, ressalvada a hipótese de o requerente indicar, no requerimento, a palavra ou o termo que o ideograma representa, desde que compreensível por uma parcela significativa do público consumidor, caso em que se interpretará como marca mista. Marca Mista Marca mista, ou composta, é o sinal constituído pela combinação de elementos nominativos e figurativos ou mesmo apenas por elementos nominativos cuja grafia se apresente sob forma fantasiosa ou estilizada. Marca Tridimensional Marca tridimensional é o sinal constituído pela forma plástica distintiva em si, capaz de individualizar os produtos ou serviços a que se aplica. Para ser registrável, a forma tridimensional distintiva de produto ou serviço deverá estar dissociada de efeito técnico. 20 Marca de Posição Considera-se marca de posiç..."
"manual-de-marcas.md";"Marcas";"2 O que é marca";"2.4 Princípios legais São três os princípios fundamentais que regem o direito de marcas";"2.4.1 Territorialidade";"O artigo 129 da LPI consagra o princípio da proteção territorial, quando prescreve: “a propriedade da marca adquire-se pelo registro validamente expedido, conforme as disposições desta lei, sendo assegurado ao titular seu uso exclusivo em todo o território nacional (...)”. A proteção conferida pelo Estado não ultrapassa os limites territoriais do país e, somente nesse espaço físico, é reconhecido o direito de exclusividade de uso da marca registrada. 21 Marca notoriamente conhecida Apresenta-se como exceção ao Princípio da Territorialidade a proteção conferida à marca notoriamente conhecida, nos termos do art. 6...";"O artigo 129 da LPI consagra o princípio da proteção territorial, quando prescreve: “a propriedade da marca adquire-se pelo registro validamente expedido, conforme as disposições desta lei, sendo assegurado ao titular seu uso exclusivo em todo o território nacional (...)”. A proteção conferida pelo Estado não ultrapassa os limites territoriais do país e, somente nesse espaço físico, é reconhecido o direito de exclusividade de uso da marca registrada. 21 Marca notoriamente conhecida Apresenta-se como exceção ao Princípio da Territorialidade a proteção conferida à marca notoriamente conhecida, nos termos do art. 6 Bis da Convenção da União de Paris (CUP), que dispõe: Art. 6 Bis. Os países da União comprometem-se a recusar ou invalidar o registro, quer administrativamente, se a lei do país o permitir, quer a pedido do interessado e a proibir o uso de marca de fábrica ou de comércio que constitua reprodução, imitação ou tradução, suscetíveis de estabelecer confusão, de uma marca que a autoridade competente do país do registro ou do uso considere que nele é notoriamente conhecida como sendo já marca de uma pessoa amparada pela presente Convenção, e utilizada para produtos idênticos ou similares. O mesmo sucederá quando a parte essencial da marca constitui reprodução de marca notoriamente conhecida ou imitação suscetível de estabelecer confusão com esta. Por essa regra unionista, o Brasil compromete-se, na qualidade de signatário da Convenção, a recusar ou invalidar registro de sinal que constitua usurpação de marca regularmente protegida, via depósito ou registro, em outro país também membro da Convenção, quando esta for notoriamente conhecida no país, independentemente de estar previamente depositada ou registrada no Brasil (art.126 da LPI). A aplicação desta norma pode se..."
"manual-de-marcas.md";"Marcas";"127 da Lei da Propriedade Industrial";"";"127 da Lei da Propriedade Industrial";"Art. 127. Ao pedido de marca depositado em país que mantenha acordo com o Brasil ou em organização internacional que produza efeito de depósito nacional, será assegurado o direito de prioridade, nos prazos estabelecidos no acordo, não sendo o depósito invalidado nem prejudicado por fatos ocorridos nesses prazos.";"Art. 127. Ao pedido de marca depositado em país que mantenha acordo com o Brasil ou em organização internacional que produza efeito de depósito nacional, será assegurado o direito de prioridade, nos prazos estabelecidos no acordo, não sendo o depósito invalidado nem prejudicado por fatos ocorridos nesses prazos. Tal mecanismo permite que a data de prioridade do pedido no Brasil passe a ser a mesma do pedido ou registro estrangeiro, desde que atendidas as seguintes condições: a) O requerente tem até 6 (seis) meses, da data do primeiro depósito em país signatário da CUP, para depositar pedido de sinal idêntico no Brasil; b) A reivindicação da prioridade será feita no ato do depósito, podendo ser suplementada dentro de 60 (sessenta) dias por outras prioridades anteriores à data do depósito no Brasil. 22 c) A reivindicação de prioridade deverá ser comprovada por documento hábil da origem, contendo o número, a data e a reprodução do pedido ou registro, acompanhado de tradução simples, cujo teor será de inteira responsabilidade do requerente. d) Se não for efetuada no momento do depósito, a comprovação deverá ser feita em até 4 (quatro) meses, contados da data do depósito, sob pena da perda da prioridade e subsequente republicação do pedido. e) Em se tratando de prioridade obtida por cessão, o documento correspondente deverá ser apresentado junto com o próprio documento de prioridade. Em pedidos de registro de marca em regime de cotitularidade com reivindicação de prioridade, caso o conjunto de depositantes seja diferente do conjunto de titulares do pedido ou registro estrangeiro, deverá ser apresentado documento de cessão da prioridade, assinado por todos os titulares do pedido ou registro estrangeiro. As instruções para o exame de pedidos com prioridade estão dispostas nos..."
"manual-de-marcas.md";"Marcas";"127 da Lei da Propriedade Industrial";"";"2.4.2 Especialidade";"A proteção assegurada à marca recai sobre produtos ou serviços correspondentes à atividade do requerente, visando a distingui-los de outros idênticos ou similares, de origem diversa. Marca de alto renome Apresenta-se como exceção ao princípio da especialidade a proteção conferida às marcas consideradas de alto renome, protegidas em todos os segmentos mercadológicos, nos termos do art. 125 da LPI: ""À marca registrada no Brasil considerada de alto renome será assegurada proteção especial, em todos os ramos de atividade"".";"A proteção assegurada à marca recai sobre produtos ou serviços correspondentes à atividade do requerente, visando a distingui-los de outros idênticos ou similares, de origem diversa. Marca de alto renome Apresenta-se como exceção ao princípio da especialidade a proteção conferida às marcas consideradas de alto renome, protegidas em todos os segmentos mercadológicos, nos termos do art. 125 da LPI: ""À marca registrada no Brasil considerada de alto renome será assegurada proteção especial, em todos os ramos de atividade"". Ao contrário do que se observa no caso das marcas notoriamente conhecidas, ou seja, a não obrigatoriedade de registro prévio no Brasil para a observância do disposto no art. 6 bis da CUP, esta proteção especial, que derroga o princípio da especialidade, só é possível se a marca já estiver devidamente registrada nos termos da Lei, conforme se depreende do art. 125, acima transcrito. Reconhecido o alto renome da marca, consoante o Capítulo XIII da Portaria INPI nº 8/2022, o INPI fará a anotação correspondente em seus cadastros e toda reprodução ou imitação da marca, suscetível de causar confusão ou prejuízo para sua reputação, será proibida. Os procedimentos para o exame dos pleitos fundamentados no alto renome encontram-se nos itens 5.11.6 Marca de Alto Renome, 5.12.3 Oposição com base no art. 125 da LPI e 9.6 Alto renome. 23"
"manual-de-marcas.md";"Marcas";"127 da Lei da Propriedade Industrial";"";"2.4.3 Sistema atributivo";"O sistema de registro de marca adotado no Brasil é atributivo de direito, isto é, sua propriedade e seu uso exclusivo só são adquiridos pelo registro, conforme define o art. 129 da LPI. O princípio do caráter atributivo do direito, resultante do registro, se contrapõe ao sistema dito declarativo de direito sobre a marca, no qual o direito resulta do primeiro uso e o registro serve apenas como uma simples homologação de propriedade.";"O sistema de registro de marca adotado no Brasil é atributivo de direito, isto é, sua propriedade e seu uso exclusivo só são adquiridos pelo registro, conforme define o art. 129 da LPI. O princípio do caráter atributivo do direito, resultante do registro, se contrapõe ao sistema dito declarativo de direito sobre a marca, no qual o direito resulta do primeiro uso e o registro serve apenas como uma simples homologação de propriedade. Como regra geral, àquele que primeiro depositar um pedido deve-se a prioridade ao registro. Todavia, essa regra comporta uma exceção denominada direito do usuário anterior. Usuário anterior Constitui-se exceção à regra o usuário de boa fé que comprovar a utilização anterior, há pelo menos 6 (seis) meses, de marca idêntica ou semelhante, para o mesmo fim, capaz de causar confusão ou associação indevida, nos termos do § 1º do Art. 129 da LPI: “Art. 129. (...) § 1º Toda pessoa que, de boa fé, na data da prioridade ou depósito, usava no País, há pelo menos 6 (seis) meses, marca idêntica ou semelhante, para distinguir ou certificar produto ou serviço idêntico, semelhante ou afim, terá direito de precedência ao registro”. Assim, quando preenchidos os requisitos acima, pode ser reivindicado o direito de precedência ao registro, devendo, para tanto, o requerente apresentar oposição ao pedido de registro formulado por terceiros ou petição de nulidade administrativa protocolada em face de registro de marca de titularidade de terceiros, anexando provas suficientes para caracterizar o uso no país, na conformidade do disposto no § 1º do art. 129 da LPI e fazendo prova do depósito do pedido de registro da marca, nos termos da LPI. Informações adicionais sobre os procedimentos de exame dos pleitos fundamentados no § 1º do art. 129 da LPI podem ser encontrad..."
"manual-de-marcas.md";"Marcas";"127 da Lei da Propriedade Industrial";"2.5 Repressão à concorrência desleal O sistema jurídico brasileiro de repressão à concorrência desleal repousa em lei especial e dispositivos decorrentes";"2.5 Repressão à concorrência desleal O sistema jurídico brasileiro de repressão à concorrência desleal repousa em lei especial e dispositivos decorrentes";"de tratados internacionais e legislação nacional. Nenhuma lei interna define a concorrência desleal, sendo a definição comumente aceita pela doutrina aquela constante do art. 10 bis (2) da CUP, que assim expressa: “Art. 10 bis: (...)";"de tratados internacionais e legislação nacional. Nenhuma lei interna define a concorrência desleal, sendo a definição comumente aceita pela doutrina aquela constante do art. 10 bis (2) da CUP, que assim expressa: “Art. 10 bis: (...)"
"manual-de-marcas.md";"Marcas";"2 Constitui ato de concorrência desleal qualquer ato de concorrência contrário aos usos honestos em matéria industrial ou comercial”.";"";"2 Constitui ato de concorrência desleal qualquer ato de concorrência contrário aos usos honestos em matéria industrial ou comercial”.";"24 Desta norma da Convenção, consta uma lista não exaustiva de atos que devem ser reprimidos por constituírem concorrência desleal. Dentre esses atos, interessa-nos destacar os seguintes: Qualquer fato capaz de criar, por qualquer meio, confusão ou associação indevida com o estabelecimento, os produtos ou a atividade industrial ou comercial de um concorrente; As indicações ou alegações cuja utilização no comércio seja suscetível de induzir o público a erro sobre a natureza, o modo de fabricação, as características, o emprego ou a qualidade das mercadorias.";"24 Desta norma da Convenção, consta uma lista não exaustiva de atos que devem ser reprimidos por constituírem concorrência desleal. Dentre esses atos, interessa-nos destacar os seguintes: Qualquer fato capaz de criar, por qualquer meio, confusão ou associação indevida com o estabelecimento, os produtos ou a atividade industrial ou comercial de um concorrente; As indicações ou alegações cuja utilização no comércio seja suscetível de induzir o público a erro sobre a natureza, o modo de fabricação, as características, o emprego ou a qualidade das mercadorias. Para a aplicação das normas que reprimem a concorrência desleal, mais especificamente no que diz respeito à aplicação de um dos meios pelos quais o legislador considerou possível proteger os direitos relativos à propriedade industrial (art. 2º, inciso V, da LPI), deverá ser observado, no contexto das impugnações apresentadas, se: Existe relação de concorrência entre as empresas ou as pessoas, em razão das atividades sociais desenvolvidas; O ato do depósito configura prática contrária aos usos honestos em matéria industrial ou comercial; O impugnante tem o direito alegado amparado por legislações específicas. A repressão à concorrência desleal na esfera administrativa atém-se aos fatos que poderão ser perturbadores da ordem concorrencial, via outorga de direitos de propriedade industrial, tais como práticas adversas às regras éticas de competição mediante registro de marcas que induzam a um desvio fraudulento de clientela. Configurada a hipótese de, pela legitimação do uso do sinal mediante registro, haver confusão ou associação indevida entre estabelecimentos, produtos ou atividades industriais ou comerciais de um concorrente, o registro deve ser negado à luz dos dispositivos legais aplicáveis ao caso, previstos na LP..."
